GeoName,Education,Sex,Industry,Median Income
Ontario,Bachelor's degree,Female,Social and behavioural sciences,58708
Ontario,Bachelor's degree,Female,Legal professions and studies,82000
Ontario,Bachelor's degree,Female,Health care,76561
Ontario,Bachelor's degree,Female,Education and teaching,79980
Ontario,Bachelor's degree,Female,"Trades, services, natural resources and conservation",61349
Ontario,Master's degree,Both sexes,Science and science technology,75160
Ontario,Master's degree,Both sexes,Engineering and engineering technology,89683
Ontario,Master's degree,Both sexes,Mathematics and computer and information science,86152
Ontario,Master's degree,Both sexes,Business and administration,98233
Ontario,Master's degree,Both sexes,Arts and humanities,62228
Ontario,Master's degree,Both sexes,Social and behavioural sciences,74803
Ontario,Master's degree,Both sexes,Legal professions and studies,109464
Ontario,Master's degree,Both sexes,Health care,84159
Ontario,Master's degree,Both sexes,Education and teaching,87844
Ontario,Master's degree,Both sexes,"Trades, services, natural resources and conservation",76951
Ontario,Master's degree,Male,Science and science technology,79136
Ontario,Master's degree,Male,Engineering and engineering technology,93039
Ontario,Master's degree,Male,Mathematics and computer and information science,89660
Ontario,Master's degree,Male,Business and administration,103156
Ontario,Master's degree,Male,Arts and humanities,64457
Ontario,Master's degree,Male,Social and behavioural sciences,80383
Ontario,Master's degree,Male,Legal professions and studies,115370
Ontario,Master's degree,Male,Health care,84364
Ontario,Master's degree,Male,Education and teaching,93297
Ontario,Master's degree,Male,"Trades, services, natural resources and conservation",79603
Ontario,Master's degree,Female,Science and science technology,70637
Ontario,Master's degree,Female,Engineering and engineering technology,80169
Ontario,Master's degree,Female,Mathematics and computer and information science,80261
Ontario,Master's degree,Female,Business and administration,89062
Ontario,Master's degree,Female,Arts and humanities,60131
Ontario,Master's degree,Female,Social and behavioural sciences,71362
Ontario,Master's degree,Female,Legal professions and studies,106150
Ontario,Master's degree,Female,Health care,84099
Ontario,Master's degree,Female,Education and teaching,86164
Ontario,Master's degree,Female,"Trades, services, natural resources and conservation",75956
Ontario,Earned doctorate,Both sexes,Science and science technology,93418
Ontario,Earned doctorate,Both sexes,Engineering and engineering technology,107683
Ontario,Earned doctorate,Both sexes,Mathematics and computer and information science,109439
Ontario,Earned doctorate,Both sexes,Business and administration,143093
Ontario,Earned doctorate,Both sexes,Arts and humanities,94135
Ontario,Earned doctorate,Both sexes,Social and behavioural sciences,111643
Ontario,Earned doctorate,Both sexes,Legal professions and studies,114292
Ontario,Earned doctorate,Both sexes,Health care,93672
Ontario,Earned doctorate,Both sexes,Education and teaching,103742
Ontario,Earned doctorate,Both sexes,"Trades, services, natural resources and conservation",97454
Ontario,Earned doctorate,Male,Science and science technology,98454
Ontario,Earned doctorate,Male,Engineering and engineering technology,110631
Ontario,Earned doctorate,Male,Mathematics and computer and information science,112767
Ontario,Earned doctorate,Male,Business and administration,148845
Ontario,Earned doctorate,Male,Arts and humanities,94534
Ontario,Earned doctorate,Male,Social and behavioural sciences,120525
Ontario,Earned doctorate,Male,Legal professions and studies,121226
Ontario,Earned doctorate,Male,Health care,81631
Ontario,Earned doctorate,Male,Education and teaching,100308
Ontario,Earned doctorate,Male,"Trades, services, natural resources and conservation",94140
Ontario,Earned doctorate,Female,Science and science technology,86528
Ontario,Earned doctorate,Female,Engineering and engineering technology,88921
Ontario,Earned doctorate,Female,Mathematics and computer and information science,99106
Ontario,Earned doctorate,Female,Business and administration,137455
Ontario,Earned doctorate,Female,Arts and humanities,92640
Ontario,Earned doctorate,Female,Social and behavioural sciences,104854
Ontario,Earned doctorate,Female,Legal professions and studies,104465
Ontario,Earned doctorate,Female,Health care,101510
Ontario,Earned doctorate,Female,Education and teaching,103915
Ontario,Earned doctorate,Female,"Trades, services, natural resources and conservation",101807
Manitoba,"College, CEGEP or other non-university certificate or diploma",Both sexes,Science and science technology,63697
Manitoba,"College, CEGEP or other non-university certificate or diploma",Both sexes,Engineering and engineering technology,65252
Manitoba,"College, CEGEP or other non-university certificate or diploma",Both sexes,Mathematics and computer and information science,59830
Manitoba,"College, CEGEP or other non-university certificate or diploma",Both sexes,Business and administration,49856
Manitoba,"College, CEGEP or other non-university certificate or diploma",Both sexes,Arts and humanities,42285
Manitoba,"College, CEGEP or other non-university certificate or diploma",Both sexes,Social and behavioural sciences,39923
Manitoba,"College, CEGEP or other non-university certificate or diploma",Both sexes,Legal professions and studies,45587
Manitoba,"College, CEGEP or other non-university certificate or diploma",Both sexes,Health care,45212
Manitoba,"College, CEGEP or other non-university certificate or diploma",Both sexes,Education and teaching,38082
Manitoba,"College, CEGEP or other non-university certificate or diploma",Both sexes,"Trades, services, natural resources and conservation",55008
Manitoba,"College, CEGEP or other non-university certificate or diploma",Male,Science and science technology,63381
Manitoba,"College, CEGEP or other non-university certificate or diploma",Male,Engineering and engineering technology,67436
Manitoba,"College, CEGEP or other non-university certificate or diploma",Male,Mathematics and computer and information science,62131
Manitoba,"College, CEGEP or other non-university certificate or diploma",Male,Business and administration,59935
Manitoba,"College, CEGEP or other non-university certificate or diploma",Male,Arts and humanities,45368
Manitoba,"College, CEGEP or other non-university certificate or diploma",Male,Social and behavioural sciences,52519
Manitoba,"College, CEGEP or other non-university certificate or diploma",Male,Legal professions and studies,66619
Manitoba,"College, CEGEP or other non-university certificate or diploma",Male,Health care,54819
Manitoba,"College, CEGEP or other non-university certificate or diploma",Male,Education and teaching,51946
Manitoba,"College, CEGEP or other non-university certificate or diploma",Male,"Trades, services, natural resources and conservation",59214
Manitoba,"College, CEGEP or other non-university certificate or diploma",Female,Science and science technology,64715
Manitoba,"College, CEGEP or other non-university certificate or diploma",Female,Engineering and engineering technology,49914
Manitoba,"College, CEGEP or other non-university certificate or diploma",Female,Mathematics and computer and information science,53148
Manitoba,"College, CEGEP or other non-university certificate or diploma",Female,Business and administration,46197
Manitoba,"College, CEGEP or other non-university certificate or diploma",Female,Arts and humanities,39603
Manitoba,"College, CEGEP or other non-university certificate or diploma",Female,Social and behavioural sciences,37757
