"Geographic code","Geographic name","Global non-response rate","Data quality flag","Age","Sex","Education","Total – STEM and BHASE (non-STEM) groupings - Classification of Instructional Programs (CIP) 2016 (2016 counts)","STEM fields of study - Science and science technology (2016 counts)","STEM fields of study - Engineering and engineering technology (2016 counts)","STEM fields of study - Mathematics and computer and information science (2016 counts)","BHASE (non-STEM) fields of study - Business and administration (2016 counts)","BHASE (non-STEM) fields of study - Arts and humanities (2016 counts)","BHASE (non-STEM) fields of study - Social and behavioural sciences (2016 counts)","BHASE (non-STEM) fields of study - Legal professions and studies (2016 counts)","BHASE (non-STEM) fields of study - Health care (2016 counts)","BHASE (non-STEM) fields of study - Education and teaching (2016 counts)","BHASE (non-STEM) fields of study - Trades, services, natural resources and conservation (2016 counts)","Total – STEM and BHASE (non-STEM) groupings - Classification of Instructional Programs (CIP) 2016 (% distribution 2016)","STEM fields of study - Science and science technology (% distribution 2016)","STEM fields of study - Engineering and engineering technology (% distribution 2016)","STEM fields of study - Mathematics and computer and information science (% distribution 2016)","BHASE (non-STEM) fields of study - Business and administration (% distribution 2016)","BHASE (non-STEM) fields of study - Arts and humanities (% distribution 2016)","BHASE (non-STEM) fields of study - Social and behavioural sciences (% distribution 2016)","BHASE (non-STEM) fields of study - Legal professions and studies (% distribution 2016)","BHASE (non-STEM) fields of study - Health care (% distribution 2016)","BHASE (non-STEM) fields of study - Education and teaching (% distribution 2016)","BHASE (non-STEM) fields of study - Trades, services, natural resources and conservation (% distribution 2016)"
"61","Northwest Territories","8.8","00101","All ages, 15-plus","Male","College, CEGEP or other non-university certificate or diploma","2730","65","430","145","330","200","50","15","140","35","1330","100","2.4","15.8","5.3","12.1","7.3","1.8","0.5","5.1","1.3","48.7"
"61","Northwest Territories","8.8","00101","All ages, 15-plus","Male","University certificate, diploma or degree at bachelor level or above","2690","370","300","55","515","225","365","95","170","360","235","100","13.8","11.2","2","19.1","8.4","13.6","3.5","6.3","13.4","8.7"
"61","Northwest Territories","8.8","00101","All ages, 15-plus","Male","Bachelor's degree","1865","235","225","45","345","170","285","80","90","245","145","100","12.6","12.1","2.4","18.5","9.1","15.3","4.3","4.8","13.1","7.8"
"61","Northwest Territories","8.8","00101","All ages, 15-plus","Male","Master's degree","595","95","60","0","130","45","70","10","15","80","85","100","16","10.1","0","21.8","7.6","11.8","1.7","2.5","13.4","14.3"
"61","Northwest Territories","8.8","00101","All ages, 15-plus","Male","Earned doctorate","60","35","0","0","10","0","10","0","10","0","0","100","58.3","0","0","16.7","0","16.7","0","16.7","0","0"
"61","Northwest Territories","8.8","00101","All ages, 15-plus","Female","College, CEGEP or other non-university certificate or diploma","3380","45","55","55","1420","150","260","30","705","145","510","100","1.3","1.6","1.6","42","4.4","7.7","0.9","20.9","4.3","15.1"
"61","Northwest Territories","8.8","00101","All ages, 15-plus","Female","University certificate, diploma or degree at bachelor level or above","3780","390","85","45","400","365","575","75","600","905","325","100","10.3","2.2","1.2","10.6","9.7","15.2","2","15.9","23.9","8.6"
"61","Northwest Territories","8.8","00101","All ages, 15-plus","Female","Bachelor's degree","2620","260","65","45","265","290","430","55","380","640","190","100","9.9","2.5","1.7","10.1","11.1","16.4","2.1","14.5","24.4","7.3"
"61","Northwest Territories","8.8","00101","All ages, 15-plus","Female","Master's degree","840","100","15","10","100","40","130","15","130","180","125","100","11.9","1.8","1.2","11.9","4.8","15.5","1.8","15.5","21.4","14.9"
"61","Northwest Territories","8.8","00101","All ages, 15-plus","Female","Earned doctorate","40","15","0","0","0","15","0","0","0","10","0","100","37.5","0","0","0","37.5","0","0","0","25","0"
"61","Northwest Territories","8.8","00101","25 to 64","Both sexes","College, CEGEP or other non-university certificate or diploma","5135","80","430","190","1540","260","260","40","720","140","1470","100","1.6","8.4","3.7","30","5.1","5.1","0.8","14","2.7","28.6"
"61","Northwest Territories","8.8","00101","25 to 64","Both sexes","University certificate, diploma or degree at bachelor level or above","5795","675","345","100","860","490","835","155","725","1135","480","100","11.6","6","1.7","14.8","8.5","14.4","2.7","12.5","19.6","8.3"
"61","Northwest Territories","8.8","00101","25 to 64","Both sexes","Bachelor's degree","4005","435","260","80","570","395","630","120","440","795","275","100","10.9","6.5","2","14.2","9.9","15.7","3","11","19.9","6.9"
"61","Northwest Territories","8.8","00101","25 to 64","Both sexes","Master's degree","1320","185","70","10","215","70","170","25","140","235","190","100","14","5.3","0.8","16.3","5.3","12.9","1.9","10.6","17.8","14.4"
"61","Northwest Territories","8.8","00101","25 to 64","Both sexes","Earned doctorate","80","40","0","0","10","10","10","0","0","10","0","100","50","0","0","12.5","12.5","12.5","0","0","12.5","0"
"61","Northwest Territories","8.8","00101","25 to 64","Male","College, CEGEP or other non-university certificate or diploma","2245","55","370","135","280","155","50","10","125","25","1045","100","2.4","16.5","6","12.5","6.9","2.2","0.4","5.6","1.1","46.5"
"61","Northwest Territories","8.8","00101","25 to 64","Male","University certificate, diploma or degree at bachelor level or above","2360","330","265","55","465","185","325","80","145","320","185","100","14","11.2","2.3","19.7","7.8","13.8","3.4","6.1","13.6","7.8"
"61","Northwest Territories","8.8","00101","25 to 64","Male","Bachelor's degree","1640","210","195","40","310","150","255","70","85","220","115","100","12.8","11.9","2.4","18.9","9.1","15.5","4.3","5.2","13.4","7"
"61","Northwest Territories","8.8","00101","25 to 64","Male","Master's degree","530","90","50","10","120","35","60","15","15","70","80","100","17","9.4","1.9","22.6","6.6","11.3","2.8","2.8","13.2","15.1"
"61","Northwest Territories","8.8","00101","25 to 64","Male","Earned doctorate","40","25","0","0","10","0","10","0","0","0","0","100","62.5","0","0","25","0","25","0","0","0","0"
"61","Northwest Territories","8.8","00101","25 to 64","Female","College, CEGEP or other non-university certificate or diploma","2890","30","55","55","1265","110","215","20","595","120","425","100","1","1.9","1.9","43.8","3.8","7.4","0.7","20.6","4.2","14.7"
"61","Northwest Territories","8.8","00101","25 to 64","Female","University certificate, diploma or degree at bachelor level or above","3440","345","85","50","395","310","510","75","575","810","290","100","10","2.5","1.5","11.5","9","14.8","2.2","16.7","23.5","8.4"
"61","Northwest Territories","8.8","00101","25 to 64","Female","Bachelor's degree","2365","220","65","40","260","250","375","50","355","575","165","100","9.3","2.7","1.7","11","10.6","15.9","2.1","15","24.3","7"
"61","Northwest Territories","8.8","00101","25 to 64","Female","Master's degree","785","95","20","10","100","35","110","10","125","165","115","100","12.1","2.5","1.3","12.7","4.5","14","1.3","15.9","21","14.6"
"61","Northwest Territories","8.8","00101","25 to 64","Female","Earned doctorate","40","15","0","0","0","10","10","0","0","0","0","100","37.5","0","0","0","25","25","0","0","0","0"
"61","Northwest Territories","8.8","00101","25 to 34","Both sexes","College, CEGEP or other non-university certificate or diploma","1265","30","110","55","310","70","70","10","170","15","435","100","2.4","8.7","4.3","24.5","5.5","5.5","0.8","13.4","1.2","34.4"
"61","Northwest Territories","8.8","00101","25 to 34","Both sexes","University certificate, diploma or degree at bachelor level or above","1840","205","105","30","280","165","295","25","285","315","145","100","11.1","5.7","1.6","15.2","9","16","1.4","15.5","17.1","7.9"
"61","Northwest Territories","8.8","00101","25 to 34","Both sexes","Bachelor's degree","1445","155","80","30","230","145","245","15","200","260","95","100","10.7","5.5","2.1","15.9","10","17","1","13.8","18","6.6"
"61","Northwest Territories","8.8","00101","25 to 34","Both sexes","Master's degree","295","50","15","0","40","10","45","10","50","30","45","100","16.9","5.1","0","13.6","3.4","15.3","3.4","16.9","10.2","15.3"
"61","Northwest Territories","8.8","00101","25 to 34","Both sexes","Earned doctorate","10","0","0","0","0","10","0","0","0","0","0","100","0","0","0","0","100","0","0","0","0","0"
"61","Northwest Territories","8.8","00101","25 to 34","Male","College, CEGEP or other non-university certificate or diploma","610","15","90","45","40","45","10","10","45","0","305","100","2.5","14.8","7.4","6.6","7.4","1.6","1.6","7.4","0","50"
"61","Northwest Territories","8.8","00101","25 to 34","Male","University certificate, diploma or degree at bachelor level or above","630","60","75","20","150","45","110","15","55","65","40","100","9.5","11.9","3.2","23.8","7.1","17.5","2.4","8.7","10.3","6.3"
"61","Northwest Territories","8.8","00101","25 to 34","Male","Bachelor's degree","525","45","60","20","125","45","100","10","40","60","25","100","8.6","11.4","3.8","23.8","8.6","19","1.9","7.6","11.4","4.8"
"61","Northwest Territories","8.8","00101","25 to 34","Male","Master's degree","75","10","10","0","15","10","10","10","0","0","15","100","13.3","13.3","0","20","13.3","13.3","13.3","0","0","20"
"61","Northwest Territories","8.8","00101","25 to 34","Male","Earned doctorate","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,
"61","Northwest Territories","8.8","00101","25 to 34","Female","College, CEGEP or other non-university certificate or diploma","660","10","20","15","265","25","60","0","130","15","125","100","1.5","3","2.3","40.2","3.8","9.1","0","19.7","2.3","18.9"
"61","Northwest Territories","8.8","00101","25 to 34","Female","University certificate, diploma or degree at bachelor level or above","1210","150","30","0","135","115","185","10","230","245","105","100","12.4","2.5","0","11.2","9.5","15.3","0.8","19","20.2","8.7"
"61","Northwest Territories","8.8","00101","25 to 34","Female","Bachelor's degree","915","105","15","10","100","100","150","0","165","205","65","100","11.5","1.6","1.1","10.9","10.9","16.4","0","18","22.4","7.1"
"61","Northwest Territories","8.8","00101","25 to 34","Female","Master's degree","220","40","15","0","20","0","35","0","45","30","30","100","18.2","6.8","0","9.1","0","15.9","0","20.5","13.6","13.6"
"61","Northwest Territories","8.8","00101","25 to 34","Female","Earned doctorate","10","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0"
"61","Northwest Territories","8.8","00101","35 to 44","Both sexes","College, CEGEP or other non-university certificate or diploma","1270","10","115","65","415","45","90","15","170","25","320","100","0.8","9.1","5.1","32.7","3.5","7.1","1.2","13.4","2","25.2"
"61","Northwest Territories","8.8","00101","35 to 44","Both sexes","University certificate, diploma or degree at bachelor level or above","1810","230","80","35","280","135","255","75","240","340","145","100","12.7","4.4","1.9","15.5","7.5","14.1","4.1","13.3","18.8","8"
"61","Northwest Territories","8.8","00101","35 to 44","Both sexes","Bachelor's degree","1235","140","65","25","180","110","185","55","145","250","85","100","11.3","5.3","2","14.6","8.9","15","4.5","11.7","20.2","6.9"
"61","Northwest Territories","8.8","00101","35 to 44","Both sexes","Master's degree","445","65","15","15","80","20","65","15","50","65","55","100","14.6","3.4","3.4","18","4.5","14.6","3.4","11.2","14.6","12.4"
"61","Northwest Territories","8.8","00101","35 to 44","Both sexes","Earned doctorate","30","25","0","0","0","0","0","0","0","0","0","100","83.3","0","0","0","0","0","0","0","0","0"
"61","Northwest Territories","8.8","00101","35 to 44","Male","College, CEGEP or other non-university certificate or diploma","530","10","95","55","80","25","15","10","25","10","220","100","1.9","17.9","10.4","15.1","4.7","2.8","1.9","4.7","1.9","41.5"
"61","Northwest Territories","8.8","00101","35 to 44","Male","University certificate, diploma or degree at bachelor level or above","700","115","45","15","125","55","105","30","50","105","50","100","16.4","6.4","2.1","17.9","7.9","15","4.3","7.1","15","7.1"
"61","Northwest Territories","8.8","00101","35 to 44","Male","Bachelor's degree","490","75","40","10","80","40","75","30","30","85","35","100","15.3","8.2","2","16.3","8.2","15.3","6.1","6.1","17.3","7.1"
"61","Northwest Territories","8.8","00101","35 to 44","Male","Master's degree","150","25","10","10","35","10","25","0","0","20","15","100","16.7","6.7","6.7","23.3","6.7","16.7","0","0","13.3","10"
"61","Northwest Territories","8.8","00101","35 to 44","Male","Earned doctorate","15","15","0","0","0","0","0","0","0","0","0","100","100","0","0","0","0","0","0","0","0","0"
"61","Northwest Territories","8.8","00101","35 to 44","Female","College, CEGEP or other non-university certificate or diploma","740","10","20","10","335","25","70","10","150","25","95","100","1.4","2.7","1.4","45.3","3.4","9.5","1.4","20.3","3.4","12.8"
"61","Northwest Territories","8.8","00101","35 to 44","Female","University certificate, diploma or degree at bachelor level or above","1105","115","30","20","160","80","145","40","190","235","95","100","10.4","2.7","1.8","14.5","7.2","13.1","3.6","17.2","21.3","8.6"
"61","Northwest Territories","8.8","00101","35 to 44","Female","Bachelor's degree","745","65","25","15","100","70","105","25","115","170","50","100","8.7","3.4","2","13.4","9.4","14.1","3.4","15.4","22.8","6.7"
"61","Northwest Territories","8.8","00101","35 to 44","Female","Master's degree","290","40","10","10","45","15","35","0","45","45","40","100","13.8","3.4","3.4","15.5","5.2","12.1","0","15.5","15.5","13.8"
"61","Northwest Territories","8.8","00101","35 to 44","Female","Earned doctorate","15","10","0","0","0","0","0","0","0","0","0","100","66.7","0","0","0","0","0","0","0","0","0"
"61","Northwest Territories","8.8","00101","45 to 54","Both sexes","College, CEGEP or other non-university certificate or diploma","1495","25","110","50","480","90","70","10","205","45","420","100","1.7","7.4","3.3","32.1","6","4.7","0.7","13.7","3","28.1"
"61","Northwest Territories","8.8","00101","45 to 54","Both sexes","University certificate, diploma or degree at bachelor level or above","1130","130","90","30","160","120","175","25","100","205","95","100","11.5","8","2.7","14.2","10.6","15.5","2.2","8.8","18.1","8.4"
"61","Northwest Territories","8.8","00101","45 to 54","Both sexes","Bachelor's degree","720","80","65","25","75","100","145","25","50","115","45","100","11.1","9","3.5","10.4","13.9","20.1","3.5","6.9","16","6.3"
"61","Northwest Territories","8.8","00101","45 to 54","Both sexes","Master's degree","310","50","25","0","50","20","25","0","25","70","50","100","16.1","8.1","0","16.1","6.5","8.1","0","8.1","22.6","16.1"
"61","Northwest Territories","8.8","00101","45 to 54","Both sexes","Earned doctorate","20","10","0","0","10","0","0","0","0","10","0","100","50","0","0","50","0","0","0","0","50","0"
"61","Northwest Territories","8.8","00101","45 to 54","Male","College, CEGEP or other non-university certificate or diploma","640","15","95","30","95","60","10","0","40","10","290","100","2.3","14.8","4.7","14.8","9.4","1.6","0","6.3","1.6","45.3"
"61","Northwest Territories","8.8","00101","45 to 54","Male","University certificate, diploma or degree at bachelor level or above","525","90","85","10","100","50","55","15","20","65","35","100","17.1","16.2","1.9","19","9.5","10.5","2.9","3.8","12.4","6.7"
"61","Northwest Territories","8.8","00101","45 to 54","Male","Bachelor's degree","330","55","60","0","45","40","50","10","0","30","15","100","16.7","18.2","0","13.6","12.1","15.2","3","0","9.1","4.5"
"61","Northwest Territories","8.8","00101","45 to 54","Male","Master's degree","155","35","20","0","35","10","0","0","10","20","20","100","22.6","12.9","0","22.6","6.5","0","0","6.5","12.9","12.9"
"61","Northwest Territories","8.8","00101","45 to 54","Male","Earned doctorate","10","0","0","0","10","0","0","0","0","10","0","100","0","0","0","100","0","0","0","0","100","0"
"61","Northwest Territories","8.8","00101","45 to 54","Female","College, CEGEP or other non-university certificate or diploma","855","10","15","25","385","30","60","10","165","35","125","100","1.2","1.8","2.9","45","3.5","7","1.2","19.3","4.1","14.6"
"61","Northwest Territories","8.8","00101","45 to 54","Female","University certificate, diploma or degree at bachelor level or above","600","40","10","15","60","70","120","10","80","145","55","100","6.7","1.7","2.5","10","11.7","20","1.7","13.3","24.2","9.2"
"61","Northwest Territories","8.8","00101","45 to 54","Female","Bachelor's degree","390","25","10","20","30","55","90","15","45","85","30","100","6.4","2.6","5.1","7.7","14.1","23.1","3.8","11.5","21.8","7.7"
"61","Northwest Territories","8.8","00101","45 to 54","Female","Master's degree","150","10","0","0","15","10","15","0","15","50","30","100","6.7","0","0","10","6.7","10","0","10","33.3","20"
"61","Northwest Territories","8.8","00101","45 to 54","Female","Earned doctorate","10","0","0","0","0","0","10","0","0","10","0","100","0","0","0","0","0","100","0","0","100","0"
"61","Northwest Territories","8.8","00101","55 to 64","Both sexes","College, CEGEP or other non-university certificate or diploma","1095","15","90","20","340","55","35","10","170","55","300","100","1.4","8.2","1.8","31.1","5","3.2","0.9","15.5","5","27.4"
"61","Northwest Territories","8.8","00101","55 to 64","Both sexes","University certificate, diploma or degree at bachelor level or above","1010","105","70","10","145","70","115","35","100","270","100","100","10.4","6.9","1","14.4","6.9","11.4","3.5","9.9","26.7","9.9"
"61","Northwest Territories","8.8","00101","55 to 64","Both sexes","Bachelor's degree","595","55","50","0","85","40","65","30","45","165","60","100","9.2","8.4","0","14.3","6.7","10.9","5","7.6","27.7","10.1"
"61","Northwest Territories","8.8","00101","55 to 64","Both sexes","Master's degree","280","25","15","0","45","15","40","0","15","70","45","100","8.9","5.4","0","16.1","5.4","14.3","0","5.4","25","16.1"
